AC	GeneName	chr	strand	exonStart	exonEnd	upstreamEE	downstreamES	TCGA-2A-A8VL-01A	TCGA-2A-A8VO-01A	TCGA-2A-A8VT-01A	TCGA-2A-A8VV-01A	TCGA-2A-A8VX-01A	SRR1069209	SRR1069514	SRR1073069	SRR1074410	SRR1075126	SRR3146747	SRR3146769	SRR3146770	SRR3018011	SRR3018014	SRR4306657	SRR4306115	SRR4306118	SRR4306121	SRR4306381
ENSG00000196295.11_3	AC005154.6	chr7	-	30590933	30591095	30590397	30601081	0.44	0.2727	0.2	0.25	0.2	0.2597	0.1743	0.2778	0.2403	0.283	0.6667	0.1892	0.0	1.0	1.0	0.2414	nan	0.5102	1.0	0.2
ENSG00000196295.11_3	AC005154.6	chr7	-	30590933	30591095	30590397	30603346	nan	nan	nan	nan	nan	0.8537	1.0	1.0	0.9375	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000196295.11_3	AC005154.6	chr7	-	30591715	30591795	30590397	30601081	0.6585	0.6923	0.5385	0.7391	0.5714	0.4933	0.3233	0.5738	0.6032	0.525	0.9167	0.5	0.0526	nan	1.0	0.3127	nan	0.8156	1.0	0.5623
ENSG00000196295.11_3	AC005154.6	chr7	-	30591715	30591795	30590397	30603346	1.0	1.0	0.8	0.75	1.0	0.9048	1.0	1.0	0.9714	1.0	1.0	1.0	1.0	nan	1.0	0.7355	nan	0.9268	0.4269	0.7487
ENSG00000196295.11_3	AC005154.6	chr7	-	30591715	30591795	30591011	30601081	0.8261	1.0	1.0	1.0	1.0	1.0	0.7931	0.9048	0.8788	1.0	1.0	1.0	nan	nan	1.0	1.0	nan	0.8544	1.0	1.0
ENSG00000196295.11_3	AC005154.6	chr7	-	30618621	30618744	30617707	30618846	0.5833	0.4167	0.3651	0.5	0.0714	0.7455	0.8605	0.4634	0.8966	0.8378	0.4783	0.6667	0.8261	nan	0.3333	0.25	nan	0.2059	0.5349	0.4667
ENSG00000196295.11_3	AC005154.6	chr7	-	30618846	30618930	30608605	30624945	1.0	0.6923	0.8519	0.4286	1.0	0.8788	0.9412	0.7143	0.8	0.7333	0.875	1.0	1.0	nan	1.0	0.9158	nan	1.0	1.0	0.9121
ENSG00000196295.11_3	AC005154.6	chr7	-	30624326	30624424	30618930	30624945	0.2857	0.1429	0.2222	0.3333	0.25	0.275	0.1688	0.2857	0.2	0.3529	0.1765	0.2222	0.5	nan	0.2024	0.1121	nan	0.1883	0.0264	0.1216
ENSG00000196296.13_3	ATP2A1	chr16	+	28905825	28905928	28905564	28906142	nan	1.0	1.0	0.3333	nan	0.6	1.0	nan	0.25	1.0	nan	0.5	nan	0.5556	nan	nan	nan	0.5556	0.0	0.5556
ENSG00000196296.13_3	ATP2A1	chr16	+	28915020	28915062	28914761	28915500	1.0	0.6812	1.0	1.0	nan	0.6014	0.4923	1.0	0.6598	nan	1.0	0.1391	nan	0.0814	0.4149	0.1908	nan	0.1319	0.6094	0.0
ENSG00000196312.12_3	MFSD14C	chr9	-	99704884	99705034	99681108	99711836	1.0	1.0	0.5	0.5	nan	1.0	1.0	1.0	0.6923	0.6	nan	nan	nan	1.0	0.8142	nan	nan	nan	nan	nan
ENSG00000196313.11_2	POM121	chr7	+	72384301	72384365	72361649	72396799	0.3846	0.1111	0.2683	0.1364	0.1111	0.731	0.2459	0.0569	0.4398	0.2896	0.1534	0.1378	0.2137	nan	0.1525	0.1808	nan	0.6169	0.2347	0.1182
ENSG00000196313.11_2	POM121	chr7	+	72411355	72411532	72411055	72412375	1.0	0.75	0.8667	1.0	nan	1.0	1.0	0.6667	0.9	0.8947	1.0	1.0	1.0	1.0	0.933	0.9444	nan	0.9394	1.0	0.8469
ENSG00000196323.12_3	ZBTB44	chr11	-	130106004	130106111	130104168	130106904	0.0	0.1667	0.0725	0.0588	0.0588	0.0	0.0	0.0	0.0	0.0476	0.0526	0.1579	0.0	0.0588	0.0	0.0206	nan	0.0448	0.0	0.035
ENSG00000196323.12_3	ZBTB44	chr11	-	130130750	130131824	130109791	130184269	1.0	0.9355	0.9259	0.8723	1.0	1.0	1.0	1.0	1.0	0.9259	1.0	1.0	1.0	0.9111	0.9147	0.898	1.0	1.0	0.931	0.8525
ENSG00000196338.12_3	NLGN3	chrX	+	70373326	70373386	70368056	70375063	1.0	0.8182	1.0	0.8	1.0	1.0	0.662	1.0	0.8704	1.0	nan	0.3589	nan	1.0	1.0	0.3852	nan	nan	nan	0.7905
ENSG00000196352.14_2	CD55	chr1	+	207513735	207513853	207512762	207532890	0.2917	0.1667	0.129	0.2222	0.2432	0.0815	0.2566	0.129	0.0882	0.2277	0.0612	0.08	0.0323	0.0909	0.1743	0.1118	0.0	0.1782	0.1667	0.0374
ENSG00000196353.11_3	CPNE4	chr3	-	131624107	131624288	131442469	131753410	0.8921	0.9808	0.8927	0.874	0.9867	0.9208	0.908	0.9333	0.8835	0.963	0.942	nan	0.913	0.9102	0.8458	nan	nan	1.0	nan	nan
ENSG00000196353.11_3	CPNE4	chr3	-	131753410	131753603	131442469	131756400	1.0	0.2	0.3878	0.4706	0.3333	1.0	1.0	1.0	0.75	1.0	0.5	nan	1.0	0.7105	0.9091	nan	nan	nan	nan	nan
ENSG00000196353.11_3	CPNE4	chr3	-	131753410	131753603	131624288	131756400	0.9891	0.7241	0.6716	0.5808	0.974	1.0	1.0	1.0	1.0	0.9595	0.9444	nan	1.0	0.8975	0.7672	nan	nan	1.0	nan	nan
ENSG00000196353.11_3	CPNE4	chr3	-	131753410	131754286	131442469	131756400	1.0	0.8974	0.8537	0.8657	0.9091	1.0	1.0	1.0	0.9437	1.0	0.8667	nan	1.0	0.837	0.9149	nan	nan	1.0	1.0	nan
ENSG00000196353.11_3	CPNE4	chr3	-	131753410	131754286	131624288	131756400	0.9913	0.8261	0.7925	0.7378	0.9792	1.0	1.0	1.0	1.0	0.9683	0.9574	nan	1.0	0.9072	0.7702	nan	nan	1.0	1.0	nan
ENSG00000196353.11_3	CPNE4	chr3	-	131754178	131754286	131442469	131756400	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.8462	nan	1.0	nan	nan	nan	nan	nan	nan	nan
ENSG00000196353.11_3	CPNE4	chr3	-	131754178	131754286	131624288	131756400	0.96	0.68	0.6393	0.5882	0.9048	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000196353.11_3	CPNE4	chr3	-	131758368	131758449	131756554	131759034	0.9785	0.9556	0.9654	0.9494	1.0	1.0	0.9024	0.9231	0.9672	0.9596	1.0	nan	0.8571	0.8801	0.9043	nan	nan	1.0	0.7764	nan
ENSG00000196369.6	SRGAP2B	chr1	+	144013900	144014093	143916308	144094361	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	0.5745	0.897	nan	nan	nan	nan
ENSG00000196378.11_2	ZNF34	chr8	-	146002842	146002962	145999990	146003422	1.0	0.7778	0.9024	1.0	0.8621	0.7778	0.8919	0.6667	0.7857	1.0	0.8182	0.8182	0.6	0.8649	0.8551	0.9286	nan	1.0	0.7308	0.9847
ENSG00000196387.9_2	ZNF140	chr12	+	133657407	133657658	133657137	133657858	0.7647	1.0	0.9375	1.0	1.0	1.0	1.0	0.6	1.0	1.0	1.0	0.8667	1.0	1.0	0.7407	0.8889	nan	1.0	1.0	0.7391
ENSG00000196387.9_2	ZNF140	chr12	+	133657858	133657915	133657658	133659688	1.0	0.6923	0.8421	0.9545	0.7647	1.0	0.9264	0.7411	0.8144	0.7686	1.0	1.0	1.0	0.9148	1.0	0.8978	nan	1.0	1.0	0.891
ENSG00000196387.9_2	ZNF140	chr12	+	133670000	133670091	133660147	133682095	0.0	0.0588	0.0769	0.05	0.0833	0.0	0.1429	0.0	0.1228	0.0	0.0	0.0	0.0	0.0534	0.042	0.0455	nan	0.0	0.0	0.0346
ENSG00000196387.9_2	ZNF140	chr12	+	133677572	133677639	133660147	133682095	0.4884	0.4286	0.561	0.4063	0.3529	0.3032	0.2618	0.2101	0.2295	0.3829	0.1174	0.3956	0.0	0.6236	0.1672	0.3231	1.0	0.4908	0.6205	0.2911
ENSG00000196405.12_2	EVL	chr14	+	100605670	100605706	100605234	100607516	0.713	0.6045	0.4623	0.6963	0.4473	0.5578	0.2036	0.4275	0.5769	0.5937	0.0	0.3737	1.0	0.6313	0.3774	0.291	0.3899	0.3721	0.4515	1.0
ENSG00000196428.12_2	TSC22D2	chr3	+	150140835	150140907	150129095	150174862	0.3333	0.3	0.102	0.1	0.0	0.0	0.1396	0.0684	0.0992	0.0932	0.0	0.0932	0.0	0.1128	0.1296	0.08	nan	0.0505	0.3187	0.0333
ENSG00000196428.12_2	TSC22D2	chr3	+	150155984	150156141	150129095	150174862	0.5	0.2222	0.1852	0.2174	0.1429	0.1429	0.1364	0.125	0.2	0.0909	0.1304	0.0	0.1667	0.0612	0.0351	0.0563	nan	0.1538	0.2308	0.0286
ENSG00000196437.10_2	ZNF569	chr19	-	37917153	37917280	37905321	37935808	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	1.0	0.7895	nan	nan	nan	nan
ENSG00000196440.11_2	ARMCX4	chrX	+	100743430	100744302	100743086	100753131	1.0	1.0	0.6364	0.25	1.0	0.6	0.5806	0.625	0.8571	0.7586	0.5385	0.6316	0.0	0.6667	nan	0.8571	nan	0.28	1.0	nan
ENSG00000196440.11_2	ARMCX4	chrX	+	100779190	100779419	100764665	100786630	nan	nan	nan	nan	nan	1.0	1.0	0.4545	1.0	1.0	nan	0.5	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000196440.11_2	ARMCX4	chrX	+	100779190	100779419	100766042	100786630	0.3	1.0	0.3846	0.25	1.0	0.4204	0.3394	0.1667	0.494	0.4906	0.25	0.1475	0.0	nan	nan	0.2	0.3739	0.5135	0.0667	1.0
ENSG00000196458.10_3	ZNF605	chr12	-	133524733	133524856	133522383	133532828	0.5385	0.4286	0.3125	0.1667	0.6667	0.4118	0.2308	0.3333	0.5556	0.6	0.2857	0.1667	0.3333	0.253	1.0	0.4324	1.0	0.8889	1.0	0.3939
ENSG00000196459.13_2	TRAPPC2	chrX	-	13738546	13738616	13738101	13752162	0.0	nan	0.0	0.25	0.25	0.0452	0.0	nan	0.0	0.0	0.2066	0.0336	0.2809	0.4702	0.0	0.1407	nan	0.0	nan	0.1647
ENSG00000196459.13_2	TRAPPC2	chrX	-	13738546	13738616	13738101	13752643	0.0	0.0	0.0	0.12	0.25	0.2066	0.0	0.0	0.0	0.0	0.2294	0.2066	0.2381	nan	0.0	0.0301	nan	0.0	0.0	0.0435
ENSG00000196459.13_2	TRAPPC2	chrX	-	13752162	13752304	13738101	13752643	0.375	0.0667	0.3235	0.3333	0.4545	0.8182	0.3571	0.3333	0.6429	0.5758	0.3333	0.875	0.375	1.0	0.0789	0.3559	nan	0.1765	0.0	0.3333
ENSG00000196459.13_2	TRAPPC2	chrX	-	13752162	13752304	13738616	13752643	1.0	1.0	1.0	0.6923	1.0	1.0	1.0	1.0	1.0	1.0	0.4286	1.0	1.0	1.0	1.0	1.0	nan	1.0	nan	1.0
ENSG00000196459.13_2	TRAPPC2	chrX	-	13752168	13752304	13738101	13752643	0.2308	0.0667	0.2459	0.2667	0.25	0.6667	0.25	0.3333	0.5	0.44	0.1765	0.7647	0.1667	1.0	0.0411	0.24	nan	0.0667	0.0	0.2427
ENSG00000196476.11_2	C20orf96	chr20	-	270199	270317	264722	270899	0.8776	0.9322	0.9032	0.8653	0.9185	0.9206	0.7455	0.8407	0.9495	1.0	0.9268	0.812	0.25	0.6838	0.9286	0.7986	1.0	0.9448	0.8927	0.8609
ENSG00000196498.13_3	NCOR2	chr12	-	124811954	124812179	124810916	124815390	0.9402	0.942	0.9846	0.9234	0.9765	0.7229	0.5451	0.7672	0.6968	0.7517	0.9615	0.9691	0.4545	0.9475	0.8417	0.8935	1.0	0.7869	0.8501	0.9515
ENSG00000196498.13_3	NCOR2	chr12	-	124812092	124812179	124810916	124815390	0.9041	0.9091	0.9756	0.8732	0.9538	0.661	0.5797	0.7	0.68	0.7012	0.9048	0.9497	0.4286	0.5679	0.8032	0.7662	nan	0.677	0.6321	0.8652
ENSG00000196498.13_3	NCOR2	chr12	-	124858958	124859009	124857156	124862782	0.35	0.5385	0.4613	0.3846	0.3333	0.3204	0.5043	0.5	0.3402	0.3925	0.0756	0.6961	0.4068	0.3601	0.4733	0.645	0.7961	0.5714	0.8571	0.7831
ENSG00000196498.13_3	NCOR2	chr12	-	124941651	124941708	124934413	124950718	0.9	1.0	0.9453	0.9467	1.0	0.797	0.8694	0.9413	0.8541	0.9786	0.7745	0.8987	0.8891	0.9099	0.9584	0.8979	nan	1.0	1.0	0.9335
ENSG00000196498.13_3	NCOR2	chr12	-	125020110	125020157	124979914	125051853	0.3871	1.0	0.6886	0.6546	1.0	1.0	0.5535	0.7881	0.6008	1.0	0.5139	0.7126	0.5152	0.3501	0.533	0.6751	nan	0.5546	1.0	0.81
ENSG00000196502.11_3	SULT1A1	chr16	-	28620683	28620756	28620180	28621251	0.2632	0.0667	0.25	0.0476	0.0625	0.2257	0.0309	0.0679	0.0679	0.0637	0.3378	0.0291	0.0	0.0678	0.0	0.0411	nan	0.1269	nan	0.0475
ENSG00000196502.11_3	SULT1A1	chr16	-	28621251	28621512	28618398	28631383	1.0	0.7778	0.6444	0.4118	0.4194	0.9091	0.5833	0.7143	0.4	1.0	1.0	nan	1.0	0.9692	0.9091	0.8333	nan	1.0	1.0	0.7931
ENSG00000196502.11_3	SULT1A1	chr16	-	28621251	28621512	28620180	28631383	0.8571	1.0	0.8636	0.8095	0.875	1.0	0.9375	0.5455	0.8824	0.931	1.0	1.0	1.0	0.9718	0.8087	1.0	nan	1.0	1.0	0.9286
ENSG00000196503.3_2	ARL9	chr4	+	57384843	57385019	57377513	57389862	1.0	1.0	1.0	1.0	1.0	1.0	0.7561	1.0	0.5	1.0	nan	nan	nan	1.0	nan	1.0	nan	nan	nan	nan
ENSG00000196504.15_3	PRPF40A	chr2	-	153535569	153535623	153533989	153535865	0.6615	0.75	0.5352	0.6706	0.7391	0.8132	0.8524	0.6098	0.7559	0.6614	0.9214	0.5179	0.739	0.3289	0.6575	0.6238	0.6463	0.709	0.9272	0.7997
ENSG00000196504.15_3	PRPF40A	chr2	-	153571063	153571143	153551136	153572508	0.1296	0.0667	0.0676	0.0923	0.2281	0.1264	0.1143	0.125	0.2459	0.1642	0.0	0.0588	0.0	0.0065	0.0561	0.0126	0.0	0.0546	0.3177	0.0166
ENSG00000196505.10_2	GDAP2	chr1	-	118420397	118420463	118413238	118420630	0.0	0.1429	0.0612	0.0303	0.0345	0.6164	0.2113	0.0	0.2344	0.0	0.1181	0.0464	0.1181	0.1418	0.0529	0.0128	0.0	0.043	0.0	0.1681
ENSG00000196505.10_2	GDAP2	chr1	-	118429198	118429275	118426249	118439454	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	1.0	nan	nan	nan	nan	nan
ENSG00000196526.10_2	AFAP1	chr4	-	7783102	7783354	7780603	7787920	0.0909	0.0769	0.2308	0.1	0.0	0.0	0.12	0.3333	0.1765	0.1429	0.0	0.6	1.0	0.0455	0.0851	0.1087	nan	0.0	nan	0.1034
ENSG00000196531.10_3	NACA	chr12	-	57109654	57109990	57108471	57113320	0.0877	0.2	0.0244	0.1579	0.0357	0.7949	0.5385	0.75	0.7368	0.3846	nan	nan	nan	0.0	0.0	0.1429	nan	0.0	nan	0.0667
ENSG00000196531.10_3	NACA	chr12	-	57113509	57115243	57113380	57118235	0.0	0.2222	0.037	0.0667	0.0	0.0667	1.0	0.0	0.2174	0.04	0.0	nan	nan	0.0	0.0	0.0345	nan	0.0	1.0	0.05
ENSG00000196535.15_3	MYO18A	chr17	-	27406744	27408018	27401932	27409333	0.1268	0.1064	0.0	0.1333	0.0196	0.1464	0.251	0.1783	0.0718	0.127	0.0256	0.0133	0.0256	0.0094	0.0055	0.0151	nan	0.0	0.0	0.0164
ENSG00000196535.15_3	MYO18A	chr17	-	27412621	27412666	27409456	27413455	0.252	0.2924	0.1342	0.2682	0.0996	0.553	0.8	0.6919	0.3452	0.6027	0.0499	0.16	0.3171	0.0295	0.3338	0.0527	0.0	0.2058	0.1412	0.0522
ENSG00000196535.15_3	MYO18A	chr17	-	27443461	27443473	27442858	27445062	0.7848	0.6184	1.0	0.5486	1.0	0.6041	0.1369	0.1108	0.6856	0.411	1.0	1.0	1.0	0.8631	0.8255	0.9774	1.0	0.7502	0.8685	1.0
ENSG00000196535.15_3	MYO18A	chr17	-	27460811	27460957	27449271	27467357	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000196542.8_2	SPTSSB	chr3	-	161065752	161065891	161064143	161077589	0.1683	0.25	0.082	0.0526	nan	0.6	0.25	0.0159	0.125	0.4483	0.0682	0.125	nan	nan	0.0	0.0	nan	nan	0.0	nan
ENSG00000196557.12_1	CACNA1H	chr16	+	1262510	1262528	1262138	1263779	0.3575	0.5069	0.361	0.5142	0.2303	0.4601	0.5847	0.4163	0.5854	0.527	0.3794	0.7193	0.6618	0.7462	0.7402	0.5668	0.0	0.5672	0.3743	0.5447
ENSG00000196562.14_3	SULF2	chr20	-	46288142	46288196	46287136	46288440	0.9747	1.0	0.9118	0.9672	1.0	0.9547	0.9254	1.0	0.9824	0.9635	0.9088	0.8355	0.8118	0.8779	1.0	0.9821	1.0	1.0	1.0	0.7153
ENSG00000196569.11_2	LAMA2	chr6	+	129796534	129796546	129794497	129799837	1.0	0.8294	1.0	1.0	0.8501	0.9128	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	nan	1.0	nan	0.9083
ENSG00000196576.14_2	PLXNB2	chr22	-	50733147	50733207	50729026	50745981	0.9211	0.8571	0.8417	0.8462	0.9	0.7246	0.7158	0.7443	0.6987	0.7016	0.7419	0.6393	0.9471	0.8992	0.705	0.4423	nan	0.8628	1.0	0.3761
ENSG00000196576.14_2	PLXNB2	chr22	-	50733154	50733207	50729026	50745981	0.8235	0.8095	0.7791	0.8165	0.8889	0.6231	0.6327	0.6056	0.6392	0.576	0.6357	0.5795	0.8921	0.7721	0.7246	0.4165	nan	0.8508	1.0	0.3783
ENSG00000196584.2_2	XRCC2	chr7	-	152357785	152357867	152346448	152373125	1.0	nan	1.0	1.0	1.0	1.0	1.0	nan	0.3333	1.0	1.0	1.0	1.0	1.0	0.9515	0.9462	1.0	1.0	1.0	0.9195
ENSG00000196586.13_3	MYO6	chr6	+	76604530	76604557	76602407	76617321	0.7897	0.7829	0.7469	0.7164	0.5176	0.2708	0.0	0.2708	0.6902	0.1566	0.2414	0.3577	0.0632	0.8327	0.0442	0.2326	nan	nan	nan	nan
ENSG00000196586.13_3	MYO6	chr6	+	76604947	76604977	76602407	76617321	0.6072	0.5529	0.4812	0.6035	0.0	0.0	0.0	0.0	0.7426	0.1073	0.1708	0.1527	0.0	0.0658	0.0432	0.1253	nan	0.1517	0.6169	0.3227
ENSG00000196586.13_3	MYO6	chr6	+	76608089	76608128	76602407	76617321	0.8935	0.8811	0.8637	0.6967	0.6483	0.646	0.2098	0.3989	0.9087	0.1423	0.1594	0.4534	0.0	0.2086	0.1068	0.1883	nan	0.5143	0.813	0.4603
ENSG00000196586.13_3	MYO6	chr6	+	76608089	76608128	76604977	76617321	0.8281	0.8548	0.8603	0.5959	1.0	0.785	1.0	1.0	0.7761	0.8058	0.7264	0.9139	0.6833	0.7813	0.9006	0.6985	nan	0.8813	0.7603	0.6952
ENSG00000196588.14_3	MKL1	chr22	-	40990677	40990739	40948371	41032481	0.9	0.7333	0.6774	0.8462	0.7143	0.5245	0.6497	0.8465	0.6881	0.8465	0.6984	1.0	1.0	0.2854	0.8723	0.6564	nan	0.7024	1.0	0.6849
ENSG00000196597.11_2	ZNF782	chr9	-	99615134	99615351	99614287	99616369	0.7778	1.0	0.8235	1.0	0.5	0.625	0.5	1.0	1.0	0.3333	1.0	1.0	0.3333	0.4	0.2778	0.5385	nan	0.6	1.0	0.6444
ENSG00000196604.12_3	POTEF	chr2	-	130869567	130869674	130868253	130872453	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan
ENSG00000196605.7_3	ZNF846	chr19	-	9870535	9870618	9869440	9872757	0.65	0.7333	0.7568	0.7391	0.4	0.7959	0.7474	0.8095	0.9016	0.8649	0.5385	0.8	0.7647	0.2756	0.6822	0.5082	nan	0.8812	1.0	0.7745
ENSG00000196628.15_1	TCF4	chr18	-	53254275	53254367	53252583	53255268	1.0	1.0	0.75	0.6667	1.0	1.0	1.0	1.0	0.5	nan	1.0	nan	0.4667	0.9775	0.894	1.0	1.0	1.0	nan	1.0
ENSG00000196628.15_1	TCF4	chr18	-	53254275	53254367	53252583	53256527	1.0	1.0	0.7778	0.4	0.5	0.0	0.6	1.0	0.3333	0.0	1.0	nan	1.0	1.0	0.9699	1.0	1.0	1.0	nan	0.797
ENSG00000196632.10_3	WNK3	chrX	-	54328203	54328292	54321280	54334354	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000196646.11_2	ZNF136	chr19	+	12296599	12296726	12274021	12296928	1.0	1.0	0.9677	1.0	1.0	1.0	1.0	1.0	1.0	0.8462	1.0	0.75	1.0	1.0	0.9571	0.9592	nan	1.0	1.0	0.9333
ENSG00000196652.11_2	ZKSCAN5	chr7	+	99117449	99117532	99110214	99123435	1.0	1.0	0.7059	0.8333	1.0	1.0	0.5	1.0	0.8	1.0	0.6	0.5714	1.0	0.8528	0.6818	0.6522	nan	0.6468	1.0	0.4708
ENSG00000196652.11_2	ZKSCAN5	chr7	+	99117791	99117927	99117532	99123435	0.8571	1.0	0.6129	0.7143	0.5	0.6667	0.6	0.6	0.4286	0.3333	1.0	0.7333	0.5	0.8317	0.8261	0.3793	nan	0.3333	0.0	0.6129
ENSG00000196670.13_2	ZFP62	chr5	-	180278987	180279060	180278493	180287527	0.0526	0.3333	0.0244	0.0	0.1515	0.0463	0.1453	0.0679	0.2208	0.1018	0.1695	0.0986	0.0	0.0631	0.0	0.1406	nan	0.0282	0.1745	0.0
ENSG00000196670.13_2	ZFP62	chr5	-	180278987	180279060	180278493	180288218	0.0909	0.2	0.0526	0.037	0.1852	0.0	0.2538	0.5051	0.1018	0.2344	0.0679	0.1453	0.0	0.0585	0.0	0.2245	nan	0.0678	1.0	0.0
ENSG00000196678.13_3	ERI2	chr16	-	20817036	20817267	20814992	20817729	0.8462	0.5385	0.4375	0.3077	1.0	0.6667	1.0	1.0	0.6364	1.0	1.0	1.0	1.0	0.6667	0.6667	0.5652	nan	1.0	nan	0.7374
ENSG00000196684.12_3	HSH2D	chr19	+	16266451	16266573	16265301	16268019	0.2564	0.2113	0.2881	0.2444	0.2564	0.2034	0.1429	0.4483	0.2245	0.4237	0.0909	0.1429	0.0	0.0728	0.0	0.0778	nan	0.1183	0.0857	0.1579
ENSG00000196689.11_3	TRPV1	chr17	-	3480891	3481057	3477249	3483750	nan	nan	nan	nan	nan	1.0	0.6522	0.8571	0.8	0.8182	1.0	1.0	1.0	nan	nan	nan	nan	nan	nan	nan
ENSG00000196693.14_2	ZNF33B	chr10	-	43109729	43109806	43090147	43127376	0.5	0.4	0.52	0.4921	0.2099	0.4375	0.4286	0.3077	0.3333	0.7143	0.4286	0.2549	0.6522	0.2542	0.0947	0.2739	nan	0.0	0.0	0.3221
ENSG00000196693.14_2	ZNF33B	chr10	-	43127742	43127887	43127472	43132367	0.9512	1.0	0.8056	0.9615	1.0	1.0	0.9286	0.7333	1.0	1.0	0.7778	0.8421	1.0	0.9545	0.9748	0.8626	nan	0.3913	1.0	0.8696
ENSG00000196696.12_3	PDXDC2P	chr16	-	70010713	70011906	70010635	70011979	0.3253	0.6418	0.5758	0.5128	0.2125	0.7633	0.6449	0.3061	0.3109	0.5063	0.4783	0.0909	0.9286	nan	0.1488	0.2821	nan	0.1648	0.0048	0.2713
ENSG00000196696.12_3	PDXDC2P	chr16	-	70023858	70024111	70020412	70024499	0.2444	0.0909	0.0505	0.0286	0.2174	0.1512	0.0827	0.0943	0.0164	0.4444	0.037	0.0667	0.0	0.0	0.1005	1.0	0.0	0.2	0.0	0.038
ENSG00000196696.12_3	PDXDC2P	chr16	-	70024499	70024586	70020412	70029971	1.0	1.0	1.0	0.9556	0.7419	0.9762	0.9063	0.9474	0.9823	0.6709	1.0	1.0	1.0	1.0	0.964	0.0	1.0	0.9566	1.0	0.9031
ENSG00000196705.8_3	ZNF431	chr19	+	21333881	21334001	21326446	21349137	0.6	0.3333	0.1915	0.1429	nan	0.8333	1.0	1.0	0.5	0.5294	0.2222	0.2941	0.2222	0.0	0.0574	0.0526	nan	0.5556	0.0	0.0769
ENSG00000196712.17_3	NF1	chr17	+	29579955	29580018	29576137	29585361	0.3333	0.4286	0.3243	0.1111	0.0	0.4219	0.7449	1.0	0.2811	0.4509	0.2429	0.3133	0.7158	0.2236	0.3482	0.5515	nan	1.0	1.0	0.4381
ENSG00000196715.5_2	VKORC1L1	chr7	+	65413657	65413767	65338552	65419060	0.9189	0.9333	0.95	0.871	0.9298	0.8824	1.0	0.5385	0.8571	1.0	0.8947	0.9487	1.0	0.9197	0.9888	0.9481	1.0	0.9765	1.0	0.9018
ENSG00000196724.12_3	ZNF418	chr19	-	58434559	58434657	58433997	58436990	0.4118	0.6364	0.619	0.7333	0.6	0.72	0.7895	0.8095	0.5714	0.875	0.3333	0.7037	1.0	1.0	nan	0.776	nan	0.6147	0.8176	0.5934
ENSG00000196739.14_2	COL27A1	chr9	+	116956683	116956737	116945355	116958238	1.0	0.75	0.8	1.0	0.3333	0.8637	0.8138	0.8242	0.7965	0.7841	1.0	0.9214	0.4794	0.8391	0.8519	0.3944	nan	0.8366	0.2817	0.6203
ENSG00000196756.11_3	SNHG17	chr20	-	37050738	37050888	37049745	37055061	0.44	0.1313	0.0055	0.4928	0.3714	0.2632	0.4639	0.2698	0.2039	0.5161	0.0	0.5333	0.1429	1.0	0.0	0.4643	0.4032	0.7363	0.6075	0.5
ENSG00000196756.11_3	SNHG17	chr20	-	37054582	37054696	37050888	37055061	0.2453	0.2414	1.0	0.1376	0.1139	0.2381	0.2667	0.4717	0.4118	0.2069	1.0	0.1707	nan	0.5	nan	0.2727	nan	0.3529	0.2642	0.1475
ENSG00000196756.11_3	SNHG17	chr20	-	37054582	37054700	37049745	37055061	0.1429	0.0947	0.2541	0.0278	0.009	0.1091	0.0545	0.08	0.2039	0.0323	0.2	0.0	0.25	nan	0.0	0.0625	0.0	0.2	0.0	0.0222
ENSG00000196776.14_2	CD47	chr3	-	107768465	107768498	107766139	107769424	0.4081	0.4929	0.472	0.4971	0.4537	0.4751	0.3528	0.4519	0.5837	0.443	0.7067	0.974	0.7062	0.3997	0.7832	0.8586	nan	0.8298	0.5442	0.9619
ENSG00000196776.14_2	CD47	chr3	-	107768465	107768498	107766139	107770785	0.4062	0.6573	0.5584	0.4476	0.467	0.2419	0.0585	0.2517	0.2453	0.3931	0.3654	0.6964	0.219	0.2962	0.1461	0.4465	nan	0.2298	0.2406	0.5855
ENSG00000196776.14_2	CD47	chr3	-	107768465	107768498	107766139	107776323	0.8866	0.9691	0.8287	1.0	0.9419	1.0	1.0	0.8976	1.0	0.8593	0.5837	0.9902	0.3753	0.431	1.0	0.6168	nan	0.8256	0.6853	0.897
